customer_id,churn_probability,risk_tier,annual_revenue
CUST-04828,0.48340925412913,Medium Risk,1313.8799999999999
CUST-02104,0.3961041573385969,Low Risk,834.96
CUST-02329,0.5547886408724115,Medium Risk,675.48
CUST-00045,0.4045239272968951,Medium Risk,721.8
CUST-02534,0.17295438896698515,Low Risk,923.1600000000001
CUST-02853,0.2242710488727124,Low Risk,464.64
CUST-04825,0.5739003465988336,Medium Risk,1128.1200000000001
CUST-03380,0.6756827585716778,Medium Risk,927.8399999999999
CUST-01448,0.11974502430977789,Low Risk,820.56
CUST-02555,0.12560666009099217,Low Risk,699.5999999999999
CUST-00859,0.5371393980046165,Medium Risk,1256.04
CUST-00184,0.43561253045660653,Medium Risk,596.52
CUST-00911,0.1785132938578968,Low Risk,591.0
CUST-01990,0.16509202712911386,Low Risk,805.1999999999999
CUST-04026,0.30929098396174476,Low Risk,447.0
CUST-04392,0.5706821525628349,Medium Risk,538.92
CUST-01096,0.7804198987115012,High Risk,624.12
CUST-01317,0.2820691997199139,Low Risk,784.56
CUST-00325,0.2614549534590442,Low Risk,701.16
CUST-00823,0.5725749482949468,Medium Risk,1195.68
CUST-03482,0.1978640160452484,Low Risk,216.0
CUST-04889,0.33373315393867403,Low Risk,739.4399999999999
CUST-01842,0.581679278050078,Medium Risk,789.8399999999999
CUST-03681,0.2929494776939516,Low Risk,702.12
CUST-04524,0.3406649544871694,Low Risk,216.0
CUST-02566,0.3409513051191844,Low Risk,616.5600000000001
CUST-04704,0.5490976964525697,Medium Risk,836.04
CUST-01003,0.31241294891423493,Low Risk,450.0
CUST-00980,0.35655612789606334,Low Risk,716.88
CUST-01216,0.8009511086529949,High Risk,1301.4
CUST-02922,0.3785842204395783,Low Risk,813.36
CUST-00971,0.24688509986689966,Low Risk,589.92
CUST-04678,0.4810643597060913,Medium Risk,939.5999999999999
CUST-04470,0.14237502396099552,Low Risk,728.4000000000001
CUST-01211,0.5402927539308343,Medium Risk,591.24
CUST-03429,0.5839389210395252,Medium Risk,701.64
CUST-04592,0.3840581891376354,Low Risk,342.84000000000003
CUST-02238,0.5857114160093944,Medium Risk,764.28
CUST-00855,0.38138914231828064,Low Risk,826.8000000000001
CUST-03964,0.4701458515882604,Medium Risk,1137.84
CUST-03712,0.3003732042474842,Low Risk,763.3199999999999
CUST-01677,0.5280019264522468,Medium Risk,941.4000000000001
CUST-02211,0.2882073205013541,Low Risk,664.92
CUST-02459,0.5316033387955783,Medium Risk,216.0
CUST-00867,0.6261670697871414,Medium Risk,789.24
CUST-02222,0.7569682505300259,High Risk,545.16
CUST-03993,0.72915203161688,High Risk,1002.96
CUST-00674,0.3804573374556918,Low Risk,933.24
CUST-01022,0.1256680488963439,Low Risk,308.04
CUST-00492,0.6735816660916516,Medium Risk,1130.6399999999999
CUST-01710,0.6409529434481408,Medium Risk,514.2
CUST-04717,0.13433094458632597,Low Risk,374.52
CUST-02799,0.8343027414999038,High Risk,1440.0
CUST-03307,0.6643117962611657,Medium Risk,789.96
CUST-01780,0.8129475452874918,High Risk,989.8799999999999
CUST-01916,0.16001820350903986,Low Risk,560.4000000000001
CUST-01678,0.3937410121431401,Low Risk,995.4000000000001
CUST-00689,0.6393224546394836,Medium Risk,762.36
CUST-00652,0.520502056090742,Medium Risk,940.1999999999999
CUST-01508,0.3575343040051136,Low Risk,1080.96
